16;Saintes;191;237
17;La-Rochelle;140;266
19;Tulle;256;214
22;Saint-Brieuc;84;404
23;Guéret;260;265
24;Périgueux;213;209
29;Quimper;32;379
33;Bordeaux;160;192
35;Rennes;126;380
40;Mont-de-Marsan;162;137
44;Nantes;127;329
47;Agen;208;155
49;Angers;167;342
53;Laval;159;377
56;Vannes;82;357
64;Pau;167;103
72;Le-Mans;195;371
79;Niort;168;277
85;La-Roche-sur-Yon;131;296
86;Poitiers;199;290
87;Limoges;234;246
